ID,Name,Amazon ID,EAN,URL (google),Name (google),Price (google),URL (ebay),Name (ebay),Price (ebay),URL (amazon),Name (amazon),Price (amazon)
105160, Porcelain brillant 160 В°C Kanariengelb Gl.20 ml,B000W07BDC,4000798162016,https://www.google.de/shopping/product/4023466746024757809?q=4000798162016&prds=paur:ClkAsKraX99rdB0wCU3rx6U14OuloBIFbmDko1Uw1wuguPfBun8gTjviU5gAKrSoVZv9wAU5v2C6zeH5MuPMSkLGVzodZPhDhkyHG6BN8Ya_ZGLCac9mMBZVDRIZAFPVH70MCTF9Ow8XGdF3499uJW6Z-HUxjg&sa=X&ved=0ahUKEwjKmoi0y-HNAhXFZCwKHRXKDjMQ8wIIFjAA,"Hobby Line Porcelain Brillant 160В°C, 20 ml, Kanariengelb","1,89",http://www.ebay.de/itm/Hobby-Line-Porzellanmalfarbe-20ml-Farbauswahl-/301830990379?var=&hash=item4646876a2b:m:ml_w1EzOgwvgaWgMgDl7xLA,"Hobby Line Porzellanmalfa rbe, 20ml / Farbauswahl","2,53 2,88",https://www.amazon.de/Hobby-Line-Porzellanmalfarbe-Kanariengelb-Spielzeug/dp/B000W07BDC,"Hobby Line Porzellanmalfarbe, 20ml, Kanariengelb [Spielzeug]","2,10"
105161, Porcelain brillant 160 В°C Signalgelb Gl. 20 ml,B000W0CMCM,4000798162023,https://www.google.de/shopping/product/17619738269106284560?q=4000798162023&prds=paur:ClkAsKraX924CU5ynow-HT8G5PFIcX8QJP0kPAemqOZ2lF_f0M6glG1GaK5smtvsadWDpqo5aCFmNnubvt3TXHOtolOOJZQK96BksFBMlcQyRdHMaZ4HJ1JqUxIZAFPVH73BIe88lHi1QkUuXE8zuStG4b3JTA&sa=X&ved=0ahUKEwiGzemyy-HNAhWBXSwKHUSnBKkQ8wIIFzAA,"Hobby Line Porcelain Brillant 160В°C, 20 ml, signalgelb","1,89",http://www.ebay.de/itm/Hobby-Line-Porzellanmalfarben-Porzellanfarbe-20ml-versch-Farben-/112046098200?var=&hash=item1a1677c718:m:mqPeqj2mRb9gkXe66x9lyTA,Hobby Line Porzellanmalfa rben/ Porzellanfarbe / 20ml versch. Farben,"2,59",https://www.amazon.de/Hobby-Line-Porzellanmalfarbe-Signalgelb-Spielzeug/dp/B000W0CMCM,"Hobby Line Porzellanmalfarbe, 20ml, Signalgelb [Spielzeug]","4,99"
105176, Porcelain brillant 160 В°C Lapisblau  Gl. 20 ml,B000W057RO,4000798162177,https://www.google.de/shopping/product/14002671679718886513?q=4000798162177&prds=paur:ClkAsKraX430AG6sudx5LP35akOJqio8_32-T8igkHUZeD3lbM-rSdX2LAkH5e7PCyFDLdbl_-EMRPLl-iRHAN2sKV9HvIVpsLIZSYxU5ZmpLgzICp7asgoPMRIZAFPVH72bKFk8PcAW1xpJXqXZ1kmajkUBDw&sa=X&ved=0ahUKEwjxq7-0y-HNAhXKBSwKHTBxCzIQ8wIIFzAA,"Hobby Line Porcelain Brillant 160В°C, 20 ml, Lapisblau","1,89",http://www.ebay.de/itm/Hobby-Line-Porzellanmalfarben-Porzellanfarbe-20ml-versch-Farben-/112046098200?var=&hash=item1a1677c718:m:mqPeqj2mRb9gkXe66x9lyTA,Hobby Line Porzellanmalfa rben/ Porzellanfarbe / 20ml versch. Farben,"2,59",https://www.amazon.de/Hobby-Line-Porzellanmalfarbe-Lapisblau-Spielzeug/dp/B000W057RO,"Hobby Line Porzellanmalfarbe, 20ml, Lapisblau [Spielzeug]","2,10"
105180, Porcelain brillant 160 В°C Reseda  Gl. 20 ml,B000W07BB4,4000798162214,https://www.google.de/shopping/product/17851172393166602945?q=4000798162214&prds=paur:ClkAsKraX70uL_fn3hihevZbl7VFJzn5bUjM320O-JLn9YU81RcacyVl4uxK2lF8bavNQ2oGIHYrhRVvbWsSE1sIoGernyLmPpUBn7WlIex0rmvmzM1RtkhoPhIZAFPVH72FbbVge1si-IuUuLj7P90IpNI5Ow&sa=X&ved=0ahUKEwiOkOG1y-HNAhUDCCwKHTfVArcQ8wIIGTAA,KREUL 16221 - Hobby Line Porcelain Brillant 160В°C 20ml reseda,"1,07",http://www.ebay.de/itm/Hobby-Line-Porzellanmalfarben-Porzellanfarbe-20ml-versch-Farben-/112046098200?var=&hash=item1a1677c718:m:mqPeqj2mRb9gkXe66x9lyTA,Hobby Line Porzellanmalfa rben/ Porzellanfarbe / 20ml versch. Farben,"2,59",https://www.amazon.de/Hobby-Line-Porzellanmalfarbe-20ml-Reseda/dp/B000W07BB4,"Hobby Line Porzellanmalfarbe, 20ml, Reseda","4,77"
105193, Porcelain brillant 160 В°C Schwarz  Gl. 20 ml,B000W07BE6,4000798162344,https://www.google.de/shopping/product/5316271113050309741?q=4000798162344&prds=paur:ClkAsKraX0QTQFHJcy0e2MV-MPF0fHmPcqWEC1aBWzd7aPuzcUhktP-nb_ZfHWd5ImzpYW2Y418B1JUXok-XJk_mwMrCljHDQpdIWP05nOcr05GBxfu5LLYRiRIZAFPVH70W80T05d-CZ3mhH6O76djFO4aT4A&sa=X&ved=0ahUKEwj_2quzy-HNAhVC_iwKHa2yBsoQ8wIIGDAA,"Hobby Line Porcelain Brillant 160В°C, 20 ml, schwarz","1,89",http://www.ebay.de/itm/Hobby-Line-Porzellanmalfarben-Porzellanfarbe-20ml-versch-Farben-/112046098200?var=&hash=item1a1677c718:m:mqPeqj2mRb9gkXe66x9lyTA,Hobby Line Porzellanmalfa rben/ Porzellanfarbe / 20ml versch. Farben,"2,59",https://www.amazon.de/Hobby-Line-Porzellanmalfarbe-Schwarz-Spielzeug/dp/B000W07BE6,"Hobby Line Porzellanmalfarbe, 20ml, Schwarz [Spielzeug]","2,10"
105203,Porzellanma.Kirschrot 160В°C m Pinselsp. ,B0012F9DV4,4000798163051,https://www.google.de/shopping/product/10926705320233772016?q=4000798163051&prds=paur:ClkAsKraX0RAhMoSLi3IvwDL9LST4XDiKefmRi9AyCOKOwrbZ22oCJZPkKGbIqgExI2Mf1W_zqkeOfUaBn9moowyFcBL71gsmAbD-AHr-mwZSl84tCGgcACJARIZAFPVH73d5G8JhTbJ54ITX0txhOavh0MIXw&sa=X&ved=0ahUKEwjNw9y0y-HNAhVGVSwKHSPiCKUQ8wIIGTAA,"Hobby Line PorcelainPEN Easy, rot","1,95",http://www.ebay.de/itm/Porzellanmaler-Hobby-Line-Porzellanstift-Porzellanfarbe-Glasmalstift-/400732891631?var=&hash=item5d4d8aa9ef:m:mK1B7oXMu_Wcz6Uk1Ek3hBg,"Porzellanmaler Hobby Line, Porzellanstift , Porzellanfarbe , Glasmalstift","2,00 10,50",https://www.amazon.de/Kreul-16305-Hobby-Porcelain-kirschrot/dp/B0012F9DV4,"Kreul 16305 Hobby Line Porcelain Pen easy, 1-3 mm, kirschrot","2,89"
105206,Porzellanma. Royalblau160В°C m Pinselsp. ,B0012F3QNK,4000798163136,https://www.google.de/shopping/product/10399098020499854017?q=4000798163136&prds=paur:ClkAsKraX9JHEcvzDTGtiLaK3dJK3NpHqC_i5_Mh8tKX1OH3Ma9XwrimGsJe_QNCIFGUoA_yErkcWXQBj7Aq0_5o16TRd0rt_rb4suivqracJwXVk-glBYHGGRIZAFPVH70o2M3v75G5Yj5V0575R313hyBlzg&sa=X&ved=0ahUKEwi8sPeyy-HNAhXOJSwKHbwrA6QQ8wIIGTAA,"Hobby Line PorcelainPEN Easy, dunkelblau","1,95",http://www.ebay.de/itm/Porzellanmaler-Hobby-Line-Porzellanstift-Porzellanfarbe-Glasmalstift-/400732891631?var=&hash=item5d4d8aa9ef:m:mK1B7oXMu_Wcz6Uk1Ek3hBg,"Porzellanmaler Hobby Line, Porzellanstift , Porzellanfarbe , Glasmalstift","2,00 10,50",https://www.amazon.de/Kreul-16313-Hobby-Porcelain-dunkelblau/dp/B0012F3QNK,"Kreul 16313 - Hobby Line Porcelain Kuli easy, 1 - 3 mm, dunkelblau","4,06"
105210,Porzellanma.GrГјn 160В°C m Pinselsp. FranzГ¶sisch,B0012F3QQW,4000798163235,https://www.google.de/shopping/product/3947943774018888673?q=4000798163235&prds=paur:ClkAsKraX6a63zmVl6wzWwLk2m8Oiie2thVKBpiKbd43Y2vtdH4HpEDomeZL2zsdrNWz_nivbcyqcZOeZ7JL4pRqGGgLiLLRvMQomBQMJs1tDMWC9fzI-t-QmRIZAFPVH72wu4xnvKCTbRIyX5j3dRy3CNFRfw&sa=X&ved=0ahUKEwiKoPa0y-HNAhVD8ywKHT9sC-0Q8wIIGTAA,"Hobby Line Porcelain Easy - Pen, 1-3 mm, dunkelgrГјn","1,99",http://www.ebay.de/itm/Porzellanmaler-Hobby-Line-Porzellanstift-Porzellanfarbe-Glasmalstift-/400732891631?var=&hash=item5d4d8aa9ef:m:mK1B7oXMu_Wcz6Uk1Ek3hBg,"Porzellanmaler Hobby Line, Porzellanstift , Porzellanfarbe , Glasmalstift","2,00 10,50",https://www.amazon.de/Kreul-16323-Hobby-Porcelain-dunkelgr%C3%BCn/dp/B0012F3QQW,"Kreul 16323 - Hobby Line Porcelain Kuli easy, 1 - 3 mm, dunkelgrГјn","4,51"
105328,Glas-Design FeindГјse 0.7,B000KSI0AE,4000798428075,https://www.google.de/shopping/product/15230535640098944347?q=4000798428075&prds=paur:ClkAsKraX6Chka3HdSdrfdO1fMHQPjdDAJuwDOrvJTVr7LTYPbwFos8nb1cqV2H_IXnMhpZOHPJkaZPyogF9FlFta3kSw1FWqIEq6v_RtlxKp5rLQJedVavYVBIZAFPVH73tAUJOLJmJcKizoa41MG__QXBzQw&sa=X&ved=0ahUKEwj_mK60y-HNAhXHFSwKHUHACpQQ8wIIGTAA,"Hobby Line FeindГјse 0,7 mm","1,00",http://www.ebay.de/itm/Window-Color-Metall-Feinduse-Feinduse-Window-Color-Zubehor-/401136219165?var=&hash=item5d6594f41d:m:mCL9r7r0cjLnj_i5-wGpQjg,"Window Color Metall-FeindГјs e, FeindГјse, Window Color ZubehГ¶r","2,80",https://www.amazon.de/Konturenspitze-0-7-mm-1Stck/dp/B000KSI0AE,"Konturenspitze, 0,7 mm, 1Stck.","4,06"
105523, GemГ¤ldefirnis glГ¤nzend  Spraydose 400 ml,B0054M0B6M,4000798823405,https://www.google.de/shopping/product/15279256331772404726?q=4000798823405&prds=paur:ClkAsKraX84L_6QNSYQX_0AtdTNciqI1HyHupOxzlaq-k4BOuPN9eKjnaU29KUEqxOloXfc70lTO179p0UMYRke-ki-dXmfge74EOLCI7vVDbBgSBSLNIkMlFRIZAFPVH72doJ6nUFbFIj7x7d5SjOwOYS0u2A&sa=X&ved=0ahUKEwiN4vKzy-HNAhURKywKHfAoDy4Q8wIIGTAA,"Solo Goya GemГ¤ldefirnis glГ¤nzend, SprГјhdose 400 ml","7,79",http://www.ebay.de/itm/400-ml-Solo-Goya-Firnis-Fixativ-Gemaldeschutz-Bild-Schutz-Konservierung-Gemalde-/251946894887?hash=item3aa9348627:g:aXsAAOSw-7RVHSEE,400 ml Solo Goya Firnis Fixativ GemГ¤ldeschutz Bild Schutz Konservierung GemГ¤lde,"11,75",https://www.amazon.de/Solo-Goya-823400-Gem%C3%A4ldefirnis-Spraydose/dp/B0054M0B6M,Solo Goya 823400 - GemГ¤ldefirnis glГ¤nzend  Spraydose 400 ml,"13,88"
105530,Texi MГ¤x 5er Set,B0010KNLVE,4000798907105,https://www.google.de/shopping/product/5938447614763316256?q=4000798907105&prds=paur:ClkAsKraX8LVTabm_N3ZkdDpXA9EsruGuK9tUfYZWi-eEt0DHLp313COKENM3n4DbWJBN11q7Uv0hKOR0PwvChQKgZgdhTk0EJpofIqU1YhsnhZW3EABVMLL9BIZAFPVH72bcy87A_N8q5DAR7jZU81Z5I4eGw&sa=X&ved=0ahUKEwjFg7u0y-HNAhXBBywKHXBCAwYQ8wIIGzAA,"Javana Textil Texi MГ¤x Sunny-Set - 5 Stoffmalstifte, Medium","6,46",http://www.ebay.de/itm/Stoffmalstifte-Set-Stoffmaler-Sets-freie-Wahl-Stoffmalfarbe-Stoffstifte-Set-/171211333884?var=&hash=item27dcfda0fc:m:mUL626XUkxpgAbHRlP5WSBg,"Stoffmalstifte Set, Stoffmaler Sets freie Wahl, Stoffmalfarbe, Stoffstifte Set","2,99 22,50",https://www.amazon.de/Javana-90710-Textil-Texi-M%C3%A4x/dp/B0010KNLVE,Javana 90710 - Textil Texi MГ¤x 5er Set,"7,69"
105532,Medi Stoffmalst. Gelb,B0012FBRWM,4000798907600,https://www.google.de/shopping/product/17673611993459262426?q=4000798907600&prds=paur:ClkAsKraX1_CfXElPfLZMpJxCpiJxmpwlwOIrpqBHrTluwTsQYXi0-SYGKc397NSsehwpAt3ouIHLjDF9Miysllf0c_s7nZ9TzleRglVMNqDHWIu_dz40j7npRIZAFPVH7170w4QkmbC0W0V1REjFxV6tT1AZg&sa=X&ved=0ahUKEwjoprezy-HNAhVJ8ywKHWwPAQMQ8wIIGTAA,"Javana Textil Texi MГ¤x Sunny Stoffmalstift, fГјr Helle Stoffe, gelb","1,56",http://www.ebay.de/itm/Stoffmalstifte-18-Farben-Stoffmalfarbe-Stoffstifte-Stoffmalstift-Javana-/400586120613?var=&hash=item5d44cb1da5:m:m0XD7jlLUpkFM0OO8wLCUQQ,"Stoffmalstifte 18 Farben!! Stoffmalfarbe, Stoffstifte, Stoffmalstift Javana","1,99 2,99",https://www.amazon.de/JAVANA-TEXTIL-Texi-Stoffmalstift-Medium/dp/B0012FBRWM,"C.Kreul Textilmarker JAVANA ""texi MГ¤x medium"" alle Farben","1,59 - 12,56"
105602,Stoffmalf. Rubinrot  Gl. 50 ml,B0012F8EZU,4000798919382,https://www.google.de/shopping/product/17744090081135929610?q=4000798919382&prds=paur:ClkAsKraX1CaNHRc74WpCMT-8hO_hJojFsZ-FjuMG0NWATG6LC4iFuVVpByVhinYcTb20xN3uNo3lH9ckHB24ZPhfOWKyx9sKpPI1ple9leye0SURZymuAsJHRIZAFPVH73P9YwDNuAkiKVXWQ2t-DP3-FqRhg&sa=X&ved=0ahUKEwj1t721y-HNAhVIVywKHXpLCTcQ8wIIFjAA,"Javana Textil Sunny - Stoffmalfarbe fГјr Helle Stoffe, 50 ml, Rubinrot","2,85",http://www.ebay.de/itm/7-78-Euro-100ml-Javana-Tex-SUNNY-Stoffmalfarbe-50-ml-Textilfarbe-helle-Stoffe-/262339846872?var=&hash=item3d14ac62d8:m:mBhMPurlJlx4NSrOjFaNIbw,(7.78 Euro/100ml) Javana Tex SUNNY Stoffmalfarbe 50 ml Textilfarbe helle Stoffe,"3,89",https://www.amazon.de/Javana-SUNNY-Stoffmalfarbe-Rubinrot-Spielzeug/dp/B0012F8EZU,"Javana Tex SUNNY Stoffmalfarbe, 50ml, Rubinrot [Spielzeug]","5,94"
112270,"Permanentmarker edding No.1, nachfГјllbar, 1 - 5 mm, schwarz",,4004764000517,https://www.google.de/shopping/product/9159346534928595922?q=4004764000517&prds=paur:ClkAsKraX_MtCwXD9S0XfBD0OkFPHkTAR1444-wv9IGJUHXxJMV-Z1c_t0j1nD-OI8VAM-PMKZYv05umdVayY41nHQD3KWdcy9Bdw-bcG1pe3yC4xAKpkjrlIhIZAFPVH72jMUUk3VxNeTCMcaRfEe5oolekQw&sa=X&ved=0ahUKEwju-viyy-HNAhUEBSwKHWhdByQQ8wIIHzAA,Edding 1 permanent Marker schwarz - Merchandise,"1,25",http://www.ebay.de/itm/Topseller-NEU-5-Stuck-edding-Permanentmarker-No-1-schwarz-Markierstift-Schreib-/171788817432?hash=item27ff695418:g:9HcAAOSwBLlVVBfB,Topseller NEU 5 StГјck edding Permanentmarke r No.1 schwarz Markierstift Schreib,"9,95",https://www.amazon.de/Edding-schwarz-Permanent-Marker-1-5mm/dp/B000KJO70A,Edding No.1 schwarz Permanent Marker 1-5mm Keil,"2,74"
112280,"Permanentmarker edding 3000, nachfГјllbar, 1,5 - 3 mm, schwarz",,4004764007967,https://www.google.dehttp://www.google.de/aclk?sa=L&ai=CvmfEo2p-V8eXCsGZzAP_9I74CNnjnIxFlpai27oBttvem4YDCAkQASDezc8eKAlghO3lheAcyAEHqQLI2a2K1JmyPqoEJE_QKkdvE_ZlOzHFGJQw7KAMDOjiAKA62flWDtgkZmVJhoOHbcAFBaAGJoAHjqfSNpAHA6gHpr4b2AcB4BL_wsW1moXNu_sB&sig=AOD64_1s4UKO5lylEpb8766hgy1gAXa4qw&ctype=5&clui=4&ved=0ahUKEwiC3Z-1y-HNAhUECiwKHRHoC5IQ2CkIHzAA&adurl=http://rover.ebay.com/rover/1/707-134425-41852-0/2%3Fmtid%3D1676%26kwid%3D1%26crlp%3D50121159822_563361%26itemid%3D221710535166%26targetid%3D104748002742%26rpc%3D0.11%26rpc_upld_id%3D72572%26device%3Dc%26mpre%3Dhttp%253a%252f%252fwww.ebay.de%252fulk%252fitm%252flike%252f221710535166%253flpid%253d106%2526chn%253Dps%26adtype%3Dpla%26googleloc%3D1011868%26poi%3D2276%26campaignid%3D616475933%26adgroupid%3D10647167502%26rlsatarget%3Dpla-104748002742,1 Edding 3000 Permanent Marker - Farbe Schwarz - Edding 3000 - Marker,"1,70",http://www.ebay.de/itm/Permanent-Marker-Edding-3000-Original-Permanentmarker-1-5-3-mm-ALLE-FARBEN-/111830460714?var=&hash=item1a099d692a:m:mVfuxJdcDce5AGcYUj_326A,"Permanent Marker Edding 3000 Original Permanentmarke r. 1,5-3 mm ALLE FARBEN!","1,89 19,25",https://www.amazon.de/4-3000-10-Permanentmarker-nachf%C3%BCllbar-farblich-sortiert/dp/B00111UFAW,"edding 4-3000-10 Permanentmarker, nachfГјllbar ,1.5-3 mm, farblich sortiert","14,23 14,98"
112281,"Permanentmarker edding 3000, nachfГјllbar, 1,5 - 3 mm, rot",,4004764007974,https://www.google.de/shopping/product/13150601940105392338?q=4004764007974&prds=paur:ClkAsKraXyWVzin0QsZdoGfINFoW82dbdgK5df2teR7f9KYfPTjZMnrCBfhyl4Q_gTmPrk7tuerzXtanB46bIGnGzs_-3-_OhtUkAbmy5RaDItlCJb0vgibsQRIZAFPVH70tti1NevzqvEkqtmd8RJ2-UnqgZA&sa=X&ved=0ahUKEwijxY20y-HNAhXCFSwKHVtlBDAQ8wIIHzAA,"Edding 3000 permanent Marker, Einzelfarbe, 002 rot","1,37",http://www.ebay.de/itm/Permanent-Marker-Edding-3000-Original-Permanentmarker-1-5-3-mm-ALLE-FARBEN-/111830460714?var=&hash=item1a099d692a:m:mVfuxJdcDce5AGcYUj_326A,"Permanent Marker Edding 3000 Original Permanentmarke r. 1,5-3 mm ALLE FARBEN!","1,89 19,25",https://www.amazon.de/4-3000-10-Permanentmarker-nachf%C3%BCllbar-farblich-sortiert/dp/B00111UFAW,"edding 4-3000-10 Permanentmarker, nachfГјllbar ,1.5-3 mm, farblich sortiert","14,23 14,98"
112282,"Permanentmarker edding 3000, nachfГјllbar, 1,5 - 3 mm, blau",,4004764007981,https://www.google.dehttp://www.google.de/aclk?sa=L&ai=CQ2N3n2p-V6vQF6ObywPS36zgA9njnIxFlpai27oBttTdm4YDCAkQASDezc8eKAJghO3lheAcyAEHqQLI2a2K1JmyPqoEI0_QL-JCWwuJUsp1CEfaFuqG8FnYq0wUjhX5hm5aGWeHrmW9wAUFoAYmgAeOp9I2kAcDqAemvhvYBwHgEue03-eSpqDhzQE&sig=AOD64_34w04G9BoPoO97Z7jc4YPxWI9y1w&ctype=5&clui=4&ved=0ahUKEwjGmLmzy-HNAhUECywKHQG1CR8Q2CkIGDAA&adurl=http://rover.ebay.com/rover/1/707-134425-41852-0/2%3Fmtid%3D1676%26kwid%3D1%26crlp%3D50121159822_563361%26itemid%3D191776559684%26targetid%3D104747985462%26rpc%3D0.16%26rpc_upld_id%3D72747%26device%3Dc%26mpre%3Dhttp%253a%252f%252fwww.ebay.de%252fulk%252fitm%252flike%252f191776559684%253flpid%253d106%2526chn%253Dps%26adtype%3Dpla%26googleloc%3D1011868%26poi%3D2276%26campaignid%3D616475933%26adgroupid%3D10647167502%26rlsatarget%3Dpla-104747985462,Union Pedal Sp802 1 Paar Schwarz Ca. 380g 323900   Fahrrad,"5,90",http://www.ebay.de/itm/Permanent-Marker-Edding-3000-Original-Permanentmarker-1-5-3-mm-ALLE-FARBEN-/111830460714?var=&hash=item1a099d692a:m:mVfuxJdcDce5AGcYUj_326A,"Permanent Marker Edding 3000 Original Permanentmarke r. 1,5-3 mm ALLE FARBEN!","1,89 19,25",https://www.amazon.de/4-3000-10-Permanentmarker-nachf%C3%BCllbar-farblich-sortiert/dp/B00111UFAW,"edding 4-3000-10 Permanentmarker, nachfГјllbar ,1.5-3 mm, farblich sortiert","14,23 14,98"
112283,"Permanentmarker edding 3000, nachfГјllbar, 1,5 - 3 mm, grГјn",,4004764007998,https://www.google.dehttp://www.google.de/aclk?sa=L&ai=DChcSEwixtJSyy-HNAhXF23IKHTVCD0MYABAB&sig=AOD64_3kE-SvEHwNzc3Krgeffh8_h87-HQ&ctype=5&ved=0ahUKEwin_ZKyy-HNAhWD8ywKHb0AAqEQ2CkIGzAA&adurl=,1 Edding 3000 Permanent Marker - Farbe GrГјn - Edding 3000 - Marker,"1,70",http://www.ebay.de/itm/Permanent-Marker-Edding-3000-Original-Permanentmarker-1-5-3-mm-ALLE-FARBEN-/111830460714?var=&hash=item1a099d692a:m:mVfuxJdcDce5AGcYUj_326A,"Permanent Marker Edding 3000 Original Permanentmarke r. 1,5-3 mm ALLE FARBEN!","1,89 19,25",https://www.amazon.de/4-3000-10-Permanentmarker-nachf%C3%BCllbar-farblich-sortiert/dp/B00111UFAW,"edding 4-3000-10 Permanentmarker, nachfГјllbar ,1.5-3 mm, farblich sortiert","14,23 14,98"
112294,"Permanentmarker edding 3300, nachfГјllbar, 1 - 5 mm, schwarz",,4004764010196,https://www.google.de/shopping/product/6309680267125958726?q=4004764010196&prds=paur:ClkAsKraXwNbeo4xU7rWUdvUBLUQeY4btk4_W7T2yKHXYuW3Ah16Oi-QnCkQ1IWarGCgP3QBynM_j4_mdbkPL3WYovSHrBL2OsDSR1HUkV1db0hMpspuCm-0fhIZAFPVH73HDZW2_Co_K9NiGbEfjFc5fCdDxQ&sa=X&ved=0ahUKEwic4rq1y-HNAhVFhywKHSKpBvAQ8wIIGzAA,"Edding Marker 3300, 1,5mm Keilspitze, schwarz","1,29",http://www.ebay.de/itm/edding-3300-Permanentmarker-mit-Keilspitze-chisel-tip-1-5-mm-Farbe-wahlbar-/251339833086?var=&hash=item3a85057efe:m:mxdV8fmpwyP2zr3PwaiNgvg,edding 3300 Permanentmarke r mit Keilspitze / chisel tip 1 - 5 mm Farbe wГ¤hlbar,"1,92",https://www.amazon.de/edding-Permanentmarker-3300-nachf%C3%BCllbar-Box-refill/dp/B01C2RVS0O,"edding Permanentmarker 3300, nachfГјllbar, 1 - 5 mm, HellgrГјn 10 StГјck Box-refill Bundle","21,99"
112323,"Permanentmarker edding 550, nachfГјllbar, 3 - 4 mm, schwarz",,4004764023738,https://www.google.de/shopping/product/14705473970559165621?q=4004764023738&prds=paur:ClkAsKraXzUcKthww8l8mCV2d_IUiSKTeBrHjVMlIhBVErWfn_BBbgIE998VkGBTZ27O_tGFLkaCIHBPo43NHBBOe7TSzVL3l1r6l6wiVssxVwiPaGNl1PDRZRIZAFPVH71vIMq-vTdEuCNIKkuN2lwhwV4BGA&sa=X&ved=0ahUKEwizn--yy-HNAhVCFCwKHQ18A1oQ8wIIIDAA,Edding Permanentmarker Rundspitze 3-4mm schwarz nachfГјllbar mit ...,"1,73",http://www.ebay.de/itm/edding-550-Permanentmarker-Rundspitze-3-4mm-Farbe-wahlbar-/261730346362?var=&hash=item3cf058257a:m:mn-nH0r2HkWkd_E3E_5ZtJg,edding 550 Permanentmarke r Rundspitze 3-4mm Farbe wГ¤hlbar,"2,60",https://www.amazon.de/Edding-permanent-schwarz-3-4mm-Rundspitze/dp/B000JTQXN0,Edding 550 permanent schwarz 3-4mm Rundspitze,"3,43"
112378,"Permanentmarker edding 800, nachfГјllbar, 4 - 12 mm, schwarz",,4004764053834,https://www.google.de/shopping/product/4043957678075104143?q=4004764053834&prds=paur:ClkAsKraX7kBVQ3TLUq7p4s0G9-vCYcNhaleevd1j2QzQaOOvWuziF7oJS4oloFu7hdjpOP8ufqLLE9D4-m2cQgc0jYV22W73u63ME3XH3Fq0drt-n3ik3nZcBIZAFPVH71oEXYGZtHpLnbCA9eOdX2gy6OyzQ&sa=X&ved=0ahUKEwjhiK-yy-HNAhXB1ywKHRNDBCMQ8wIIIDAA,Permanentmarker 800 schwarz 4-12mm Keilspitze,"2,94",http://www.ebay.de/itm/edding-800-Permanentmarker-Strichbreite-4-12mm-Keilspitze-Farbe-wahlbar-/251458145010?var=&hash=item3a8c12caf2:m:msianTkOfa-4YgwXyMQ3GKQ,edding 800 Permanentmarke r Strichbreite 4-12mm Keilspitze Farbe wГ¤hlbar,"4,59 4,71",https://www.amazon.de/edding-4-800001-Permanentmarker-800-nachf%C3%BCllbar/dp/B000KJOZ84,"edding 4-800001 Permanentmarker 800, nachfГјllbar, 4 - 12 mm, schwarz","5,89"
112423,"Permanentmarker edding 400, nachfГјllbar, 1 mm, schwarz",,4004764315772,https://www.google.dehttp://www.google.de/aclk?sa=L&ai=CtCP7nmp-V8mnDOHOywOQwbaYDdb73LlE2MD9lakBqOC7jkQICRABIN7Nzx4oB2CE7eWF4BzIAQepAgFGqj9onLI-qgQkT9CHFfOtAR39xaTUa83P9l0YSQdp1aOEiKIVgtaDmdzihqOXwAUFoAYmgAfYwo45kAcDqAemvhvYBwHgEqqM5MmPx46wdw&sig=AOD64_2xjgyK-5xckKmbAJyLsLZD-qft-w&ctype=5&clui=4&ved=0ahUKEwig3fCyy-HNAhWHESwKHVymAmUQ2CkIHzAA&adurl=http://www.watterott.com/de/FSE400,FSE400 edding Faserstift 1mm schwarz,"2,06",http://www.ebay.de/itm/edding-400-Permanentmarker-Rundspitze-Strichbreite-1-mm-Farbe-wahlbar-/251244633703?var=&hash=item3a7f58de67:m:msvA68BmpMnC1rRmfKT0c4g,edding 400 Permanentmarke r Rundspitze Strichbreite 1 mm Farbe wГ¤hlbar,"1,95",https://www.amazon.de/edding-Permanentmarker-konische-4-st%C3%BCck-schwarz/dp/B0031QPNT8,"edding 400 Permanentmarker (konische Spitze), 4-stГјck, schwarz","6,63 6,98"
112433,"Permanentmarker edding 500, nachfГјllbar, 2 - 7 mm, schwarz",,4004764329625,https://www.google.de/shopping/product/8920056482100399173?q=4004764329625&prds=paur:ClkAsKraX4CN4vd4O-93tQgh5ofElh5nww93WuO_Mc2_wWq8iOq3mfTDFd26JXyyoaruZ5vmyRTwJjd2_KyRWgcAmcCfKl9EZTjmy7Yj8oGW5cnZ86jVODjcqhIZAFPVH713LpDrpwiwWS3ZpdR_MGaJhHuKCw&sa=X&ved=0ahUKEwj7hd20y-HNAhUK2ywKHRG9BDAQ8wIIIDAA,E-500 permanent Marker schwarz,"1,69",http://www.ebay.de/itm/edding-500-Permanentmarker-Strichbreite-2-7mm-Farbe-wahlbar-/251277202503?var=&hash=item3a8149d447:m:mEcXZYiQvdPswKehLrHHliA,edding 500 Permanentmarke r Strichbreite: 2-7mm Farbe wГ¤hlbar,"2,59 2,65",https://www.amazon.de/edding-Permanentmarker-500-nachf%C3%BCllbar-schwarz/dp/B0039NJQBY,"edding Permanentmarker edding 500, nachfГјllbar, 2 - 7 mm, schwarz","4,57"
